v_cp	max_depth	min_split	minbucket	ganancia_promedio
-0.6	10	10	5	9418667
-0.6	10	5	1	9674667
-0.6	10	5	2	9686667
-0.6	10	5	3	9714000
-0.6	10	5	4	9767333
-0.6	10	5	5	9418667
-0.6	10	5	0	9674667
-0.6	15	1000	1	10052000
-0.6	15	1000	2	8952000
-0.6	15	1000	3	9363333
-0.6	15	1000	4	9561333
-0.6	15	1000	5	9635333
-0.6	15	1000	100	9898667
-0.6	15	1000	200	10250667
-0.6	15	1000	333	10938000
-0.6	15	1000	500	10863333
-0.6	15	800	1	9784667
-0.6	15	800	2	8860667
-0.6	15	800	3	9170000
-0.6	15	800	4	9663333
-0.6	15	800	5	9578667
-0.6	15	800	80	9126000
-0.6	15	800	160	10006000
-0.6	15	800	266	10120667
-0.6	15	800	400	10886000
-0.6	15	600	1	9283333
-0.6	15	600	2	8259333
-0.6	15	600	3	8664667
-0.6	15	600	4	9148667
-0.6	15	600	5	9052000
-0.6	15	600	60	8800000
-0.6	15	600	120	9689333
-0.6	15	600	200	9752000
-0.6	15	600	300	10167333
-0.6	15	400	1	9188000
-0.6	15	400	2	7962000
-0.6	15	400	3	7898667
-0.6	15	400	4	8375333
-0.6	15	400	5	8291333
-0.6	15	400	40	6344000
-0.6	15	400	80	7816667
-0.6	15	400	133	8248000
-0.6	15	400	200	9244000
-0.6	15	200	1	9160667
-0.6	15	200	2	7880000
-0.6	15	200	3	7418000
-0.6	15	200	4	7262667
-0.6	15	200	5	7598000
-0.6	15	200	20	5673333
-0.6	15	200	40	5406000
-0.6	15	200	66	6529333
-0.6	15	200	100	6388667
-0.6	15	100	1	9160000
-0.6	15	100	2	7745333
-0.6	15	100	3	7569333
-0.6	15	100	4	7073333
-0.6	15	100	5	7181333
-0.6	15	100	10	6043333
-0.6	15	100	20	5363333
-0.6	15	100	33	4322000
-0.6	15	100	50	4835333
-0.6	15	50	1	9248667
-0.6	15	50	2	7770000
-0.6	15	50	3	7762667
-0.6	15	50	4	6907333
-0.6	15	50	5	7261333
-0.6	15	50	10	6306000
-0.6	15	50	16	5604667
-0.6	15	50	25	4837333
-0.6	15	20	1	9105333
-0.6	15	20	2	7574667
-0.6	15	20	3	7406000
-0.6	15	20	4	6688667
-0.6	15	20	5	6902667
-0.6	15	20	6	6582667
-0.6	15	20	10	5716667
-0.6	15	10	1	9150667
-0.6	15	10	2	7646667
-0.6	15	10	3	7566000
-0.6	15	10	4	6570000
-0.6	15	10	5	6853333
-0.6	15	5	1	9108000
-0.6	15	5	2	7612000
-0.6	15	5	3	7520000
-0.6	15	5	4	6570667
-0.6	15	5	5	6853333
-0.6	15	5	0	9108000
-0.6	20	1000	1	9934667
-0.6	20	1000	2	9316000
-0.6	20	1000	3	9204000
-0.6	20	1000	4	9335333
-0.6	20	1000	5	9204000
-0.6	20	1000	100	9898667
-0.6	20	1000	200	10250667
-0.6	20	1000	333	10938000
-0.6	20	1000	500	10863333
-0.6	20	800	1	9601333
-0.6	20	800	2	9146667
-0.6	20	800	3	8918667
-0.6	20	800	4	9323333
-0.6	20	800	5	9098667
-0.6	20	800	80	9113333
-0.6	20	800	160	10006000
-0.6	20	800	266	10120667
-0.6	20	800	400	10886000
-0.6	20	600	1	9210667
-0.6	20	600	2	8423333
-0.6	20	600	3	8634000
-0.6	20	600	4	8888000
-0.6	20	600	5	8057333
-0.6	20	600	60	8781333
-0.6	20	600	120	9689333
-0.6	20	600	200	9752000
-0.6	20	600	300	10167333
-0.6	20	400	1	8685333
-0.6	20	400	2	7598667
-0.6	20	400	3	7184000
-0.6	20	400	4	7698000
-0.6	20	400	5	7464000
-0.6	20	400	40	6101333
-0.6	20	400	80	7784000
-0.6	20	400	133	8248000
-0.6	20	400	200	9244000
-0.6	20	200	1	8755333
-0.6	20	200	2	7206000
-0.6	20	200	3	5850000
-0.6	20	200	4	5846667
-0.6	20	200	5	5876667
-0.6	20	200	20	5116667
-0.6	20	200	40	5098667
-0.6	20	200	66	6443333
-0.6	20	200	100	6300000
-0.6	20	100	1	8639333
-0.6	20	100	2	6694667
-0.6	20	100	3	5531333
-0.6	20	100	4	5202000
-0.6	20	100	5	4976000
-0.6	20	100	10	5045333
-0.6	20	100	20	4633333
-0.6	20	100	33	4064000
-0.6	20	100	50	4472000
-0.6	20	50	1	8663333
-0.6	20	50	2	6401333
-0.6	20	50	3	5480000
-0.6	20	50	4	4419333
-0.6	20	50	5	4445333
-0.6	20	50	10	4960667
-0.6	20	50	16	3999333
-0.6	20	50	25	4192667
-0.6	20	20	1	8232000
-0.6	20	20	2	5897333
-0.6	20	20	3	5185333
-0.6	20	20	4	3675333
-0.6	20	20	5	3191333
-0.6	20	20	6	3374667
-0.6	20	20	10	3744000
-0.6	20	10	1	8264667
-0.6	20	10	2	5852000
-0.6	20	10	3	4887333
-0.6	20	10	4	2994667
-0.6	20	10	5	2754667
-0.6	20	5	1	8255333
-0.6	20	5	2	5694000
-0.6	20	5	3	4686667
-0.6	20	5	4	2937333
-0.6	20	5	5	2754667
-0.6	20	5	0	8255333
-0.6	50	1000	1	NA
-0.6	50	1000	2	NA
-0.6	50	1000	3	NA
-0.6	50	1000	4	NA
-0.6	50	1000	5	NA
-0.6	50	1000	100	9898667
-0.6	50	1000	200	10250667
-0.6	50	1000	333	10938000
-0.6	50	1000	500	10863333
-0.6	50	800	1	NA
-0.6	50	800	2	NA
-0.6	50	800	3	NA
-0.6	50	800	4	NA
-0.6	50	800	5	NA
-0.6	50	800	80	9113333
-0.6	50	800	160	10006000
-0.6	50	800	266	10120667
-0.6	50	800	400	10886000
-0.6	50	600	1	NA
-0.6	50	600	2	NA
-0.6	50	600	3	NA
-0.6	50	600	4	NA
-0.6	50	600	5	NA
-0.6	50	600	60	8758667
-0.6	50	600	120	9689333
-0.6	50	600	200	9752000
-0.6	50	600	300	10167333
-0.6	50	400	1	NA
-0.6	50	400	2	NA
-0.6	50	400	3	NA
-0.6	50	400	4	NA
-0.6	50	400	5	NA
-0.6	50	400	40	6020667
-0.6	50	400	80	7784000
-0.6	50	400	133	8248000
-0.6	50	400	200	9244000
-0.6	50	200	1	NA
-0.6	50	200	2	NA
-0.6	50	200	3	NA
-0.6	50	200	4	NA
-0.6	50	200	5	NA
-0.6	50	200	20	4846667
-0.6	50	200	40	4968000
-0.6	50	200	66	6420667
-0.6	50	200	100	6300000
-0.6	50	100	1	NA
-0.6	50	100	2	NA
-0.6	50	100	3	NA
-0.6	50	100	4	NA
-0.6	50	100	5	NA
-0.6	50	100	10	NA
-0.6	50	100	20	4372000
-0.6	50	100	33	3884667
-0.6	50	100	50	4414000
-0.6	50	50	1	NA
-0.6	50	50	2	NA
-0.6	50	50	3	NA
-0.6	50	50	4	NA
-0.6	50	50	5	NA
-0.6	50	50	10	NA
-0.6	50	50	16	NA
-0.6	50	50	25	3884667
-0.6	50	20	1	NA
-0.6	50	20	2	NA
-0.6	50	20	3	NA
-0.6	50	20	4	NA
-0.6	50	20	5	NA
-0.6	50	20	6	NA
-0.6	50	20	10	NA
-0.6	50	10	1	NA
-0.6	50	10	2	NA
-0.6	50	10	3	NA
-0.6	50	10	4	NA
-0.6	50	10	5	NA
-0.6	50	5	1	NA
-0.6	50	5	2	NA
-0.6	50	5	3	NA
-0.6	50	5	4	NA
-0.6	50	5	5	NA
-0.6	50	5	0	NA
-0.6	100	1000	1	NA
-0.6	100	1000	2	NA
-0.6	100	1000	3	NA
-0.6	100	1000	4	NA
-0.6	100	1000	5	NA
-0.6	100	1000	100	9898667
-0.6	100	1000	200	10250667
-0.6	100	1000	333	10938000
-0.6	100	1000	500	10863333
-0.6	100	800	1	NA
-0.6	100	800	2	NA
-0.6	100	800	3	NA
-0.6	100	800	4	NA
-0.6	100	800	5	NA
-0.6	100	800	80	9113333
-0.6	100	800	160	10006000
-0.6	100	800	266	10120667
-0.6	100	800	400	10886000
-0.6	100	600	1	NA
-0.6	100	600	2	NA
-0.6	100	600	3	NA
-0.6	100	600	4	NA
-0.6	100	600	5	NA
-0.6	100	600	60	8758667
-0.6	100	600	120	9689333
-0.6	100	600	200	9752000
-0.6	100	600	300	10167333
-0.6	100	400	1	NA
-0.6	100	400	2	NA
-0.6	100	400	3	NA
-0.6	100	400	4	NA
-0.6	100	400	5	NA
-0.6	100	400	40	6020667
-0.6	100	400	80	7784000
-0.6	100	400	133	8248000
-0.6	100	400	200	9244000
-0.6	100	200	1	NA
-0.6	100	200	2	NA
-0.6	100	200	3	NA
-0.6	100	200	4	NA
-0.6	100	200	5	NA
-0.6	100	200	20	4846667
-0.6	100	200	40	4968000
-0.6	100	200	66	6420667
-0.6	100	200	100	6300000
-0.6	100	100	1	NA
-0.6	100	100	2	NA
-0.6	100	100	3	NA
-0.6	100	100	4	NA
-0.6	100	100	5	NA
-0.6	100	100	10	NA
-0.6	100	100	20	4372000
-0.6	100	100	33	3884667
-0.6	100	100	50	4414000
-0.6	100	50	1	NA
-0.6	100	50	2	NA
-0.6	100	50	3	NA
-0.6	100	50	4	NA
-0.6	100	50	5	NA
-0.6	100	50	10	NA
-0.6	100	50	16	NA
-0.6	100	50	25	3884667
-0.6	100	20	1	NA
-0.6	100	20	2	NA
-0.6	100	20	3	NA
-0.6	100	20	4	NA
-0.6	100	20	5	NA
-0.6	100	20	6	NA
-0.6	100	20	10	NA
-0.6	100	10	1	NA
-0.6	100	10	2	NA
-0.6	100	10	3	NA
-0.6	100	10	4	NA
-0.6	100	10	5	NA
-0.6	100	5	1	NA
-0.6	100	5	2	NA
-0.6	100	5	3	NA
-0.6	100	5	4	NA
-0.6	100	5	5	NA
-0.6	100	5	0	NA
-0.6	200	1000	1	NA
-0.6	200	1000	2	NA
-0.6	200	1000	3	NA
-0.6	200	1000	4	NA
-0.6	200	1000	5	NA
-0.6	200	1000	100	9898667
-0.6	200	1000	200	10250667
-0.6	200	1000	333	10938000
-0.6	200	1000	500	10863333
-0.6	200	800	1	NA
-0.6	200	800	2	NA
-0.6	200	800	3	NA
-0.6	200	800	4	NA
-0.6	200	800	5	NA
-0.6	200	800	80	9113333
-0.6	200	800	160	10006000
-0.6	200	800	266	10120667
-0.6	200	800	400	10886000
-0.6	200	600	1	NA
-0.6	200	600	2	NA
-0.6	200	600	3	NA
-0.6	200	600	4	NA
-0.6	200	600	5	NA
-0.6	200	600	60	8758667
-0.6	200	600	120	9689333
-0.6	200	600	200	9752000
-0.6	200	600	300	10167333
-0.6	200	400	1	NA
-0.6	200	400	2	NA
-0.6	200	400	3	NA
-0.6	200	400	4	NA
-0.6	200	400	5	NA
-0.6	200	400	40	6020667
-0.6	200	400	80	7784000
-0.6	200	400	133	8248000
-0.6	200	400	200	9244000
-0.6	200	200	1	NA
-0.6	200	200	2	NA
-0.6	200	200	3	NA
-0.6	200	200	4	NA
-0.6	200	200	5	NA
-0.6	200	200	20	4846667
-0.6	200	200	40	4968000
-0.6	200	200	66	6420667
-0.6	200	200	100	6300000
-0.6	200	100	1	NA
-0.6	200	100	2	NA
-0.6	200	100	3	NA
-0.6	200	100	4	NA
-0.6	200	100	5	NA
-0.6	200	100	10	NA
-0.6	200	100	20	4372000
-0.6	200	100	33	3884667
-0.6	200	100	50	4414000
-0.6	200	50	1	NA
-0.6	200	50	2	NA
-0.6	200	50	3	NA
-0.6	200	50	4	NA
-0.6	200	50	5	NA
-0.6	200	50	10	NA
-0.6	200	50	16	NA
-0.6	200	50	25	3884667
-0.6	200	20	1	NA
-0.6	200	20	2	NA
-0.6	200	20	3	NA
-0.6	200	20	4	NA
-0.6	200	20	5	NA
-0.6	200	20	6	NA
-0.6	200	20	10	NA
-0.6	200	10	1	NA
-0.6	200	10	2	NA
-0.6	200	10	3	NA
-0.6	200	10	4	NA
-0.6	200	10	5	NA
-0.6	200	5	1	NA
-0.6	200	5	2	NA
-0.6	200	5	3	NA
-0.6	200	5	4	NA
-0.6	200	5	5	NA
-0.6	200	5	0	NA
-0.6	500	1000	1	NA
-0.6	500	1000	2	NA
-0.6	500	1000	3	NA
-0.6	500	1000	4	NA
-0.6	500	1000	5	NA
-0.6	500	1000	100	9898667
-0.6	500	1000	200	10250667
-0.6	500	1000	333	10938000
-0.6	500	1000	500	10863333
-0.6	500	800	1	NA
-0.6	500	800	2	NA
-0.6	500	800	3	NA
-0.6	500	800	4	NA
-0.6	500	800	5	NA
-0.6	500	800	80	9113333
-0.6	500	800	160	10006000
-0.6	500	800	266	10120667
-0.6	500	800	400	10886000
-0.6	500	600	1	NA
-0.6	500	600	2	NA
-0.6	500	600	3	NA
-0.6	500	600	4	NA
-0.6	500	600	5	NA
-0.6	500	600	60	8758667
-0.6	500	600	120	9689333
-0.6	500	600	200	9752000
-0.6	500	600	300	10167333
-0.6	500	400	1	NA
-0.6	500	400	2	NA
-0.6	500	400	3	NA
-0.6	500	400	4	NA
-0.6	500	400	5	NA
-0.6	500	400	40	6020667
-0.6	500	400	80	7784000
-0.6	500	400	133	8248000
-0.6	500	400	200	9244000
-0.6	500	200	1	NA
-0.6	500	200	2	NA
-0.6	500	200	3	NA
-0.6	500	200	4	NA
-0.6	500	200	5	NA
-0.6	500	200	20	4846667
-0.6	500	200	40	4968000
-0.6	500	200	66	6420667
-0.6	500	200	100	6300000
-0.6	500	100	1	NA
-0.6	500	100	2	NA
-0.6	500	100	3	NA
-0.6	500	100	4	NA
-0.6	500	100	5	NA
-0.6	500	100	10	NA
-0.6	500	100	20	4372000
-0.6	500	100	33	3884667
-0.6	500	100	50	4414000
-0.6	500	50	1	NA
-0.6	500	50	2	NA
-0.6	500	50	3	NA
-0.6	500	50	4	NA
-0.6	500	50	5	NA
-0.6	500	50	10	NA
-0.6	500	50	16	NA
-0.6	500	50	25	3884667
-0.6	500	20	1	NA
-0.6	500	20	2	NA
-0.6	500	20	3	NA
-0.6	500	20	4	NA
-0.6	500	20	5	NA
-0.6	500	20	6	NA
-0.6	500	20	10	NA
-0.6	500	10	1	NA
-0.6	500	10	2	NA
-0.6	500	10	3	NA
-0.6	500	10	4	NA
-0.6	500	10	5	NA
-0.6	500	5	1	NA
-0.6	500	5	2	NA
-0.6	500	5	3	NA
-0.6	500	5	4	NA
-0.6	500	5	5	NA
-0.6	500	5	0	NA
-0.6	700	1000	1	NA
-0.6	700	1000	2	NA
-0.6	700	1000	3	NA
-0.6	700	1000	4	NA
-0.6	700	1000	5	NA
-0.6	700	1000	100	9898667
-0.6	700	1000	200	10250667
-0.6	700	1000	333	10938000
-0.6	700	1000	500	10863333
-0.6	700	800	1	NA
-0.6	700	800	2	NA
-0.6	700	800	3	NA
-0.6	700	800	4	NA
-0.6	700	800	5	NA
-0.6	700	800	80	9113333
-0.6	700	800	160	10006000
-0.6	700	800	266	10120667
-0.6	700	800	400	10886000
-0.6	700	600	1	NA
-0.6	700	600	2	NA
-0.6	700	600	3	NA
-0.6	700	600	4	NA
-0.6	700	600	5	NA
-0.6	700	600	60	8758667
-0.6	700	600	120	9689333
-0.6	700	600	200	9752000
-0.6	700	600	300	10167333
-0.6	700	400	1	NA
-0.6	700	400	2	NA
-0.6	700	400	3	NA
-0.6	700	400	4	NA
-0.6	700	400	5	NA
-0.6	700	400	40	6020667
-0.6	700	400	80	7784000
-0.6	700	400	133	8248000
-0.6	700	400	200	9244000
-0.6	700	200	1	NA
-0.6	700	200	2	NA
-0.6	700	200	3	NA
-0.6	700	200	4	NA
-0.6	700	200	5	NA
-0.6	700	200	20	4846667
-0.6	700	200	40	4968000
-0.6	700	200	66	6420667
-0.6	700	200	100	6300000
-0.6	700	100	1	NA
-0.6	700	100	2	NA
-0.6	700	100	3	NA
-0.6	700	100	4	NA
-0.6	700	100	5	NA
-0.6	700	100	10	NA
-0.6	700	100	20	4372000
-0.6	700	100	33	3884667
-0.6	700	100	50	4414000
-0.6	700	50	1	NA
-0.6	700	50	2	NA
-0.6	700	50	3	NA
-0.6	700	50	4	NA
-0.6	700	50	5	NA
-0.6	700	50	10	NA
-0.6	700	50	16	NA
-0.6	700	50	25	3884667
-0.6	700	20	1	NA
-0.6	700	20	2	NA
-0.6	700	20	3	NA
-0.6	700	20	4	NA
-0.6	700	20	5	NA
-0.6	700	20	6	NA
-0.6	700	20	10	NA
-0.6	700	10	1	NA
-0.6	700	10	2	NA
-0.6	700	10	3	NA
-0.6	700	10	4	NA
-0.6	700	10	5	NA
-0.6	700	5	1	NA
-0.6	700	5	2	NA
-0.6	700	5	3	NA
-0.6	700	5	4	NA
-0.6	700	5	5	NA
-0.6	700	5	0	NA
-0.6	1000	1000	1	NA
-0.6	1000	1000	2	NA
-0.6	1000	1000	3	NA
-0.6	1000	1000	4	NA
-0.6	1000	1000	5	NA
-0.6	1000	1000	100	9898667
-0.6	1000	1000	200	10250667
-0.6	1000	1000	333	10938000
-0.6	1000	1000	500	10863333
-0.6	1000	800	1	NA
-0.6	1000	800	2	NA
-0.6	1000	800	3	NA
-0.6	1000	800	4	NA
-0.6	1000	800	5	NA
-0.6	1000	800	80	9113333
-0.6	1000	800	160	10006000
-0.6	1000	800	266	10120667
-0.6	1000	800	400	10886000
-0.6	1000	600	1	NA
-0.6	1000	600	2	NA
-0.6	1000	600	3	NA
-0.6	1000	600	4	NA
-0.6	1000	600	5	NA
-0.6	1000	600	60	8758667
-0.6	1000	600	120	9689333
-0.6	1000	600	200	9752000
-0.6	1000	600	300	10167333
-0.6	1000	400	1	NA
-0.6	1000	400	2	NA
-0.6	1000	400	3	NA
-0.6	1000	400	4	NA
-0.6	1000	400	5	NA
-0.6	1000	400	40	6020667
-0.6	1000	400	80	7784000
-0.6	1000	400	133	8248000
-0.6	1000	400	200	9244000
-0.6	1000	200	1	NA
-0.6	1000	200	2	NA
-0.6	1000	200	3	NA
-0.6	1000	200	4	NA
-0.6	1000	200	5	NA
-0.6	1000	200	20	4846667
-0.6	1000	200	40	4968000
-0.6	1000	200	66	6420667
-0.6	1000	200	100	6300000
-0.6	1000	100	1	NA
-0.6	1000	100	2	NA
-0.6	1000	100	3	NA
-0.6	1000	100	4	NA
-0.6	1000	100	5	NA
-0.6	1000	100	10	NA
-0.6	1000	100	20	4372000
-0.6	1000	100	33	3884667
-0.6	1000	100	50	4414000
-0.6	1000	50	1	NA
-0.6	1000	50	2	NA
-0.6	1000	50	3	NA
-0.6	1000	50	4	NA
-0.6	1000	50	5	NA
-0.6	1000	50	10	NA
-0.6	1000	50	16	NA
-0.6	1000	50	25	3884667
-0.6	1000	20	1	NA
-0.6	1000	20	2	NA
-0.6	1000	20	3	NA
-0.6	1000	20	4	NA
-0.6	1000	20	5	NA
-0.6	1000	20	6	NA
-0.6	1000	20	10	NA
-0.6	1000	10	1	NA
-0.6	1000	10	2	NA
-0.6	1000	10	3	NA
-0.6	1000	10	4	NA
-0.6	1000	10	5	NA
-0.6	1000	5	1	NA
-0.6	1000	5	2	NA
-0.6	1000	5	3	NA
-0.6	1000	5	4	NA
-0.6	1000	5	5	NA
-0.6	1000	5	0	NA
-0.5	4	1000	1	9296000
-0.5	4	1000	2	9574667
-0.5	4	1000	3	9600000
-0.5	4	1000	4	9627333
-0.5	4	1000	5	9623333
-0.5	4	1000	100	9700667
-0.5	4	1000	200	9764000
-0.5	4	1000	333	9956000
-0.5	4	1000	500	9956000
-0.5	4	800	1	9296000
-0.5	4	800	2	9574667
-0.5	4	800	3	9600000
-0.5	4	800	4	9627333
-0.5	4	800	5	9623333
-0.5	4	800	80	9220667
-0.5	4	800	160	9559333
-0.5	4	800	266	9752667
-0.5	4	800	400	9938000
-0.5	4	600	1	9296000
-0.5	4	600	2	9574667
-0.5	4	600	3	9600000
-0.5	4	600	4	9616000
-0.5	4	600	5	9612000
-0.5	4	600	60	9186000
-0.5	4	600	120	9608000
-0.5	4	600	200	9695333
-0.5	4	600	300	9938667
-0.5	4	400	1	9294667
-0.5	4	400	2	9572667
-0.5	4	400	3	9597333
-0.5	4	400	4	9613333
-0.5	4	400	5	9608000
-0.5	4	400	40	9128000
-0.5	4	400	80	9158000
-0.5	4	400	133	9543333
-0.5	4	400	200	9632667
-0.5	4	200	1	9294667
-0.5	4	200	2	9572667
-0.5	4	200	3	9597333
-0.5	4	200	4	9613333
-0.5	4	200	5	9608000
-0.5	4	200	20	9503333
-0.5	4	200	40	9128000
-0.5	4	200	66	9122667
-0.5	4	200	100	9569333
-0.5	4	100	1	9294667
-0.5	4	100	2	9572667
-0.5	4	100	3	9597333
-0.5	4	100	4	9613333
-0.5	4	100	5	9608000
-0.5	4	100	10	9350667
-0.5	4	100	20	9503333
-0.5	4	100	33	9130000
-0.5	4	100	50	9138000
-0.5	4	50	1	9294667
-0.5	4	50	2	9572667
-0.5	4	50	3	9597333
-0.5	4	50	4	9613333
-0.5	4	50	5	9608000
-0.5	4	50	10	9350667
-0.5	4	50	16	9483333
-0.5	4	50	25	9336667
-0.5	4	20	1	9294667
-0.5	4	20	2	9572667
-0.5	4	20	3	9597333
-0.5	4	20	4	9613333
-0.5	4	20	5	9608000
-0.5	4	20	6	9452667
-0.5	4	20	10	9313333
-0.5	4	10	1	9296667
-0.5	4	10	2	9574667
-0.5	4	10	3	9599333
-0.5	4	10	4	9613333
-0.5	4	10	5	9609333
-0.5	4	5	1	9296667
-0.5	4	5	2	9576667
-0.5	4	5	3	9599333
-0.5	4	5	4	9614667
-0.5	4	5	5	9609333
-0.5	4	5	0	9296667
-0.5	6	1000	1	9433333
-0.5	6	1000	2	10063333
-0.5	6	1000	3	10125333
-0.5	6	1000	4	10135333
-0.5	6	1000	5	10083333
-0.5	6	1000	100	10318000
-0.5	6	1000	200	10384000
-0.5	6	1000	333	10554000
-0.5	6	1000	500	10646000
-0.5	6	800	1	9433333
-0.5	6	800	2	10056667
-0.5	6	800	3	9998667
-0.5	6	800	4	10008667
-0.5	6	800	5	10005333
-0.5	6	800	80	9947333
-0.5	6	800	160	10246667
-0.5	6	800	266	10283333
-0.5	6	800	400	10574000
-0.5	6	600	1	9413333
-0.5	6	600	2	10033333
-0.5	6	600	3	9972667
-0.5	6	600	4	9995333
-0.5	6	600	5	9984000
-0.5	6	600	60	10069333
-0.5	6	600	120	10453333
-0.5	6	600	200	10659333
-0.5	6	600	300	10461333
-0.5	6	400	1	9412000
-0.5	6	400	2	10030667
-0.5	6	400	3	9968667
-0.5	6	400	4	9990667
-0.5	6	400	5	9977333
-0.5	6	400	40	9855333
-0.5	6	400	80	9647333
-0.5	6	400	133	10377333
-0.5	6	400	200	10629333
-0.5	6	200	1	9414667
-0.5	6	200	2	10033333
-0.5	6	200	3	9967333
-0.5	6	200	4	9989333
-0.5	6	200	5	9976000
-0.5	6	200	20	9768000
-0.5	6	200	40	9755333
-0.5	6	200	66	9747333
-0.5	6	200	100	9820000
-0.5	6	100	1	9413333
-0.5	6	100	2	10032000
-0.5	6	100	3	9966000
-0.5	6	100	4	9985333
-0.5	6	100	5	9974667
-0.5	6	100	10	9964000
-0.5	6	100	20	9822000
-0.5	6	100	33	9946667
-0.5	6	100	50	9689333
-0.5	6	50	1	9413333
-0.5	6	50	2	10032000
-0.5	6	50	3	9966000
-0.5	6	50	4	9985333
-0.5	6	50	5	9974667
-0.5	6	50	10	9992000
-0.5	6	50	16	9872000
-0.5	6	50	25	10099333
-0.5	6	20	1	9402667
-0.5	6	20	2	10021333
-0.5	6	20	3	9884667
-0.5	6	20	4	9909333
-0.5	6	20	5	9864000
-0.5	6	20	6	9834667
-0.5	6	20	10	9871333
-0.5	6	10	1	9416667
-0.5	6	10	2	10038667
-0.5	6	10	3	9909333
-0.5	6	10	4	9932667
-0.5	6	10	5	9891333
-0.5	6	5	1	9380667
-0.5	6	5	2	10048000
-0.5	6	5	3	9916667
-0.5	6	5	4	9935333
-0.5	6	5	5	9891333
-0.5	6	5	0	9380667
-0.5	8	1000	1	9575333
-0.5	8	1000	2	10093333
-0.5	8	1000	3	10338000
-0.5	8	1000	4	10561333
-0.5	8	1000	5	10392000
-0.5	8	1000	100	10139333
-0.5	8	1000	200	10288000
-0.5	8	1000	333	11018667
-0.5	8	1000	500	10954667
-0.5	8	800	1	9402000
-0.5	8	800	2	10060667
-0.5	8	800	3	10215333
-0.5	8	800	4	10473333
-0.5	8	800	5	10301333
-0.5	8	800	80	9615333
-0.5	8	800	160	9974000
-0.5	8	800	266	10194000
-0.5	8	800	400	10920667
-0.5	8	600	1	9338667
-0.5	8	600	2	9974667
-0.5	8	600	3	10156667
-0.5	8	600	4	10442000
-0.5	8	600	5	10266667
-0.5	8	600	60	9580667
-0.5	8	600	120	10190000
-0.5	8	600	200	10016667
-0.5	8	600	300	10256000
-0.5	8	400	1	9337333
-0.5	8	400	2	9968000
-0.5	8	400	3	10157333
-0.5	8	400	4	10355333
-0.5	8	400	5	10176667
-0.5	8	400	40	8687333
-0.5	8	400	80	9114000
-0.5	8	400	133	9416000
-0.5	8	400	200	10039333
-0.5	8	200	1	9332667
-0.5	8	200	2	9966667
-0.5	8	200	3	10118000
-0.5	8	200	4	10314667
-0.5	8	200	5	10136000
-0.5	8	200	20	8750000
-0.5	8	200	40	8484000
-0.5	8	200	66	9003333
-0.5	8	200	100	8662667
-0.5	8	100	1	9326000
-0.5	8	100	2	9962000
-0.5	8	100	3	10113333
-0.5	8	100	4	10310667
-0.5	8	100	5	10104000
-0.5	8	100	10	9684000
-0.5	8	100	20	8841333
-0.5	8	100	33	8792667
-0.5	8	100	50	8690667
-0.5	8	50	1	9300667
-0.5	8	50	2	9986667
-0.5	8	50	3	10150667
-0.5	8	50	4	10312000
-0.5	8	50	5	10076667
-0.5	8	50	10	9756667
-0.5	8	50	16	9666667
-0.5	8	50	25	8861333
-0.5	8	20	1	9240000
-0.5	8	20	2	9912000
-0.5	8	20	3	10023333
-0.5	8	20	4	10186000
-0.5	8	20	5	9954000
-0.5	8	20	6	9926000
-0.5	8	20	10	9664667
-0.5	8	10	1	9246000
-0.5	8	10	2	9957333
-0.5	8	10	3	10084667
-0.5	8	10	4	10216667
-0.5	8	10	5	9958000
-0.5	8	5	1	9216000
-0.5	8	5	2	9980667
-0.5	8	5	3	10068000
-0.5	8	5	4	10230000
-0.5	8	5	5	9958000
-0.5	8	5	0	9216000
-0.5	10	1000	1	10120000
-0.5	10	1000	2	10162667
-0.5	10	1000	3	10074667
-0.5	10	1000	4	10287333
-0.5	10	1000	5	10058000
-0.5	10	1000	100	10049333
-0.5	10	1000	200	10305333
-0.5	10	1000	333	10938000
-0.5	10	1000	500	10863333
-0.5	10	800	1	9981333
-0.5	10	800	2	10094667
-0.5	10	800	3	10028667
-0.5	10	800	4	10271333
-0.5	10	800	5	9934000
-0.5	10	800	80	9396000
-0.5	10	800	160	10151333
-0.5	10	800	266	10120667
-0.5	10	800	400	10886000
-0.5	10	600	1	9670000
-0.5	10	600	2	9792000
-0.5	10	600	3	9910667
-0.5	10	600	4	10025333
-0.5	10	600	5	9680000
-0.5	10	600	60	8986000
-0.5	10	600	120	9946667
-0.5	10	600	200	9806667
-0.5	10	600	300	10167333
-0.5	10	400	1	9657333
-0.5	10	400	2	9628667
-0.5	10	400	3	9695333
-0.5	10	400	4	9826000
-0.5	10	400	5	9590000
-0.5	10	400	40	7519333
-0.5	10	400	80	8397333
-0.5	10	400	133	8629333
-0.5	10	400	200	9478000
-0.5	10	200	1	9750667
-0.5	10	200	2	9704667
-0.5	10	200	3	9698667
-0.5	10	200	4	9822000
-0.5	10	200	5	9641333
-0.5	10	200	20	7626667
-0.5	10	200	40	7147333
-0.5	10	200	66	8117333
-0.5	10	200	100	7430000
-0.5	10	100	1	9782667
-0.5	10	100	2	9729333
-0.5	10	100	3	9720667
-0.5	10	100	4	9856667
-0.5	10	100	5	9568000
-0.5	10	100	10	9168667
-0.5	10	100	20	7927333
-0.5	10	100	33	7494000
-0.5	10	100	50	7647333
